LandOcc,Type,Subtype,Subsubtype,Country_CF
Raw;land;Occupation, permanent crop, non-irrigated, RE;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, RER;;0.028545063;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, RLA;;0.578174766;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, RNA;;0.032859484;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, RO;;0.028545063;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, RS;;0.028545063;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, RU;;0.028545063;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, RW;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SA;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SB;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SD;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SE;;0.028545063;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SG;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SI;;0.028545063;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SK;;0.028545063;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SL;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SM;;0.342540755;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SN;;0.927714545;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SO;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SR;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SS;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, ST;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SV;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SX;;0.106509995;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SY;;0.340272616;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, SZ;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TC;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TD;;0.927714545;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, Temp br.leaf forest;;0.028545063;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, Temp coniferous forest;;0.770716699;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, Temp grasss savan and shrub;;0.328268224;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TG;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TH;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TJ;;0.78498923;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TL;;0.827806825;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TM;;0.78498923;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TN;;0.770716699;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TR;;0.028545063;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TT;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, Tundra;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TW;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, TZ;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, UA;;0.028545063;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, UG;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, US;;0.031063684;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, UY;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, UZ;;0.78498923;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, VA;;0.342540755;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, VC;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, VE;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, VG;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, VI;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, VN;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, VU;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, WF;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, YE;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, YT;;0;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, ZA;;0.599446321;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, ZM;;0.927714545;m2a,
Raw;land;Occupation, permanent crop, non-irrigated, ZW;;0.927714545;m2a,
Raw;land;Occupation, permanent crop, NP;;0.187896745;m2a,,
Raw;land;Occupation, permanent crop, NZ;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, OCE;;0.038641677;m2a,,
Raw;land;Occupation, permanent crop, OM;;0;m2a,,
Raw;land;Occupation, permanent crop, PA;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, PE;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, PG;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, PH;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, PK;;0.045732979;m2a,,
Raw;land;Occupation, permanent crop, PL;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, PR;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, PS;;0.342477137;m2a,,
Raw;land;Occupation, permanent crop, PT;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, PY;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, QA;;0;m2a,,
Raw;land;Occupation, permanent crop, RAF;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, RAS;;0.303943814;m2a,,
Raw;land;Occupation, permanent crop, RE;;0;m2a,,
Raw;land;Occupation, permanent crop, RER;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, RLA;;0.578174766;m2a,,
Raw;land;Occupation, permanent crop, RNA;;0.032859484;m2a,,
Raw;land;Occupation, permanent crop, RO;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, RS;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, RU;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, RW;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, SA;;0;m2a,,
Raw;land;Occupation, permanent crop, SB;;0;m2a,,
Raw;land;Occupation, permanent crop, SD;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, SE;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, SG;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, SI;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, SK;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, SL;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, SM;;0.342540755;m2a,,
Raw;land;Occupation, permanent crop, SN;;0.927714545;m2a,,
Raw;land;Occupation, permanent crop, SO;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, SR;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, SS;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, ST;;0;m2a,,
Raw;land;Occupation, permanent crop, SV;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, SX;;0.106509995;m2a,,
Raw;land;Occupation, permanent crop, SY;;0.340272616;m2a,,
Raw;land;Occupation, permanent crop, SZ;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, TC;;0;m2a,,
Raw;land;Occupation, permanent crop, TD;;0.927714545;m2a,,
Raw;land;Occupation, permanent crop, Temp br.leaf forest;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, Temp coniferous forest;;0.770716699;m2a,,
Raw;land;Occupation, permanent crop, Temp grasss savan and shrub;;0.328268224;m2a,,
Raw;land;Occupation, permanent crop, TG;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, TH;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, TJ;;0.78498923;m2a,,
Raw;land;Occupation, permanent crop, TL;;0.827806825;m2a,,
Raw;land;Occupation, permanent crop, TM;;0.78498923;m2a,,
Raw;land;Occupation, permanent crop, TN;;0.770716699;m2a,,
Raw;land;Occupation, permanent crop, TR;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, TT;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, Tundra;;0;m2a,,
Raw;land;Occupation, permanent crop, TW;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, TZ;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, UA;;0.028545063;m2a,,
Raw;land;Occupation, permanent crop, UG;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, US;;0.031063684;m2a,,
Raw;land;Occupation, permanent crop, UY;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, UZ;;0.78498923;m2a,,
Raw;land;Occupation, permanent crop, VA;;0.342540755;m2a,,
Raw;land;Occupation, permanent crop, VC;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, VE;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, VG;;0;m2a,,
Raw;land;Occupation, permanent crop, VI;;0;m2a,,
Raw;land;Occupation, permanent crop, VN;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, VU;;0;m2a,,
Raw;land;Occupation, permanent crop, WF;;0;m2a,,
Raw;land;Occupation, permanent crop, YE;;0;m2a,,
Raw;land;Occupation, permanent crop, YT;;0;m2a,,
Raw;land;Occupation, permanent crop, ZA;;0.599446321;m2a,,
Raw;land;Occupation, permanent crop, ZM;;0.927714545;m2a,,
Raw;land;Occupation, permanent crop, ZW;;0.927714545;m2a,,
Raw;land;Occupation, river, artificial, (Sub)trop coniferous forest;;0;m2a,
Raw;land;Occupation, river, artificial, (Sub)trop dry br.leaf forest;;0.827806825;m2a,
Raw;land;Occupation, river, artificial, (Sub)trop grass savan & shrub;;0.927714545;m2a,
Raw;land;Occupation, river, artificial, (Sub)trop moist br.leaf for.;;0.770716699;m2a,
Raw;land;Occupation, river, artificial, Boreal forest and taiga;;0;m2a,
Raw;land;Occupation, river, artificial, Deserts and xeric shrub;;0;m2a,
Raw;land;Occupation, river, artificial, Flooded grasss and savan;;0;m2a,
Raw;land;Occupation, river, artificial, Mangroves;;0;m2a,
Raw;land;Occupation, river, artificial, Medit. forest wood. and scrub;;0.342540755;m2a,
Raw;land;Occupation, river, artificial, Montane grass and shrub;;0.78498923;m2a,
Raw;land;Occupation, river, artificial, Temp br.leaf forest;;0.570901258;m2a,
Raw;land;Occupation, river, artificial, Temp coniferous forest;;0.713626573;m2a,
Raw;land;Occupation, river, artificial, Temp grasss savan and shrub;;0.328268224;m2a,
Raw;land;Occupation, river, artificial, Tundra;;0;m2a,
Raw;land;Occupation, seabed, drilling and mining;;0.592819;m2a,,
Raw;land;Occupation, seabed, infrastructure;;0.592819;m2a,,
Raw;land;Occupation, shrub land, sclerophyllous;;0.178173098;m2a,,
Raw;land;Occupation, shrub land, sclerophyllous, (Sub)trop coniferous forest;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, (Sub)trop dry br.leaf forest;;0.242633035;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, (Sub)trop grass savan & shrub;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, (Sub)trop moist br.leaf for.;;0.313995692;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AD;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AE;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AF;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AG;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AI;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AL;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AM;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AO;;0.024854537;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AR;;0.206242948;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AT;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AU;;0.05749562;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AW;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AX;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, AZ;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BA;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BB;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BD;;0.313092952;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BE;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BF;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BG;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BH;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BI;;0.068049897;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BJ;;0.004382185;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BL;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BN;;0.313995692;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BO;;0.254307298;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, Boreal forest and taiga;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BQ;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BR;;0.267420326;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BS;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BT;;0.180187426;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BW;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BY;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, BZ;;0.313995692;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CA;;0.177220201;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CD;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CF;;0.053139827;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CG;;0.240124059;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CH;;0.198629079;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CI;;0.156033805;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CL;;0.121385983;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CM;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CN;;0.238232445;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CO;;0.29814436;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CR;;0.309855208;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CU;;0.277173113;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CV;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CW;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CY;;0.342540755;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, CZ;;0.118697535;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, DE;;0.11641438;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, Deserts and xeric shrub;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, DJ;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, DK;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, DM;;0.313995692;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, DO;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, DZ;;0.242633035;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, EC;;0.308952566;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, EE;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, EG;;0.067660838;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, EH;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, ER;;0.070276463;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, ES;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, ET;;0.118358351;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, FI;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, FJ;;0.292012845;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, FK;;0.328268224;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, Flooded grasss and savan;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, FO;;0.328268224;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, FR;;0.123848335;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GA;;0.274602863;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GB;;0.136806153;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GD;;0.299092619;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GE;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GF;;0.313995692;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GG;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GH;;0.081660352;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GI;;0.342540755;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GL;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GLO;;0.178173098;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GM;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GN;;0.10102443;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GP;;0.313995692;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GQ;;0.313995692;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GR;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GT;;0.310364047;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GW;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, GY;;0.305116436;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, HK;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, HN;;0.3027899;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, HR;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, HT;;0.300794007;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, HU;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, ID;;0.310945577;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, IE;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, IL;;0.341785397;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, IM;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, IN;;0.266380765;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, IQ;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, IR;;0.125192819;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, IS;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, IT;;0.200427995;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, JE;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, JM;;0.302306108;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, JO;;0.338682736;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, JP;;0.138246149;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, KE;;0.118317139;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, KG;;0.283361054;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, KH;;0.265815168;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, KM;;0.313995692;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, KN;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, KP;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, KR;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, KW;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, KY;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, KZ;;0.280216619;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, LA;;0.306756409;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, LB;;0.342540755;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, LC;;0.287349208;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, LI;;0.215388182;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, LK;;0.26687324;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, LR;;0.313699758;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, LS;;0.299723161;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, LT;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, LU;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, LV;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, LY;;0.21004131;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MA;;0.261035813;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, Mangroves;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MC;;0.342540755;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MD;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, ME;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, Medit. forest wood. and scrub;;0.342540755;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MF;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MG;;0.300702301;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MK;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, ML;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MM;;0.306801818;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MN;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MO;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, Montane grass and shrub;;0.299723161;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MQ;;0.308253663;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MR;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MS;;0.277621304;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MT;;0.342540755;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MW;;0.040193206;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MX;;0.27283968;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MY;;0.313778546;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, MZ;;0.045342435;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, NA;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, NC;;0.301663768;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, NE;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, NG;;0.062496187;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, NI;;0.305338149;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, NL;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, NO;;0.174161536;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, NP;;0.201557791;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, NZ;;0.131159617;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, OCE;;0.073546238;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, OM;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, PA;;0.313464614;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, PE;;0.312873581;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, PG;;0.304538035;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, PH;;0.313995692;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, PK;;0.245373078;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, PL;;0.129846533;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, PR;;0.309068485;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, PS;;0.342477137;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, PT;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, PY;;0.174341783;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, QA;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, RAF;;0.070454652;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, RAS;;0.258697149;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, RER;;0.141035824;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, RLA;;0.257044535;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, RNA;;0.182494966;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, RO;;0.167636737;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, RS;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, RU;;0.154641874;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, RW;;0.204553536;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SA;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SB;;0.313995692;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SD;;0.000617346;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SE;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SG;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SI;;0.144379218;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SJ;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SK;;0.184532571;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SL;;0.251761615;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SM;;0.342540755;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SN;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SO;;0.131677046;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SR;;0.313480164;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SS;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, ST;;0.313995692;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SV;;0.258808683;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SX;;0.178173098;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SY;;0.340272616;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, SZ;;0.078433906;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TC;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TD;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, Temp br.leaf forest;;0.114180252;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, Temp coniferous forest;;0.242633035;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, Temp grasss savan and shrub;;0.328268224;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TG;;0.028310071;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TH;;0.28999132;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TJ;;0.299723161;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TL;;0.242633035;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TM;;0.299723161;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TN;;0.242633035;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TR;;0.158229012;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TT;;0.31146926;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, Tundra;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TW;;0;m2a,
Raw;land;Occupation, shrub land, sclerophyllous, TZ;;0.046762795;m2a,
